sourceur;full_address;Identifiant;Date de dernière modification;Nom;Label;Label Net-Public;Demande de labellisation Net-Public;Site Web;N° et libellé de voie;Code Insee commune;Code postal;Localité;Téléphone;Email;Latitude;Longitude;Précision;Personne à contacter;Services proposés;accompagnement;formation;acces libre;non;ACC NR;Nombre d'animateurs;Numéro DUI;Photo;Statut;Autre label;N° et libellé de voie.1;Horaires d'ouverture;lundi;mardi;mercredi;jeudi;vendredi;samedi;dimanche;JOURS NR;Entrée - Accès [Accessibilité];Équipement;Entrée - Ouverture de porte [Accessibilité];Entrée - Obstacle à la porte d'entrée [Accessibilité];Circulation - Circulation dans les allées [Accessibilité];Circulation - Accès en fauteuil dans tout le lieu [Accessibilité];Circulation - Ascenseurs (dimensions) [Accessibilité];Services et équipements - Sanitaires [Accessibilité];Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Personnel initié à la langue des signes [Accessibilité];Extérieur - Place de parking réservée [Accessibilité];Extérieur - Places GIC/GIR à proximité [Accessibilité];Extérieur - Transports accessibles à proximité [Accessibilité];Tarif;Photo.1;Photo.2;Photo.3;N° et libellé de voie.2;Code Insee commune.1;Code postal.1;Localité.1;N° et libellé de voie.3;Circulation - Signalétique adaptée [Accessibilité];Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité];services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Place réservée au PMR [Accessibilité];Extérieur - Enseigne suffisamment lisible et visible [Accessibilité];Spécificité territoriale;Circulation - Ascenseurs (adaptations) [Accessibilité];Photo.4;Photo.5;Photo.6;Photo.7;Photo.8;Flux d'actualité;Courriel;Horaires initiations et ateliers;Entrée - Accès contrôlé [Accessibilité];Circulation - Escaliers [Accessibilité];Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité];Entrée - Largeur de porte en cm [Accessibilité];Circulation - Guidage [Accessibilité];Blog;Extérieur - Trottoirs (Obstacles) [Accessibilité];Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité];Rue, Voie, Chemin;Rue, Voie, Chemin.1;Fédération Nationale de Sport Numérique;Ateliers;Espace Public Numérique (EPN des Yvelines);Commentaire;Intitulé;Autre Site Web;Texte long;N° et libellé de voie.4;N° et libellé de voie.5;Code Insee commune.2;Code postal.2;Localité.2;Site Web2;Vidéo;Circulation - Plan du lieu [Accessibilité];NETPUBLIC;Site Web de Formation ORDIDACTIC60;Vidéo.1;Visio-accueil Pôle-Emploi;Le blog de la médiathèque;Fax;Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®;Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®;Services proposés.1;Villes Internet;Accueil de jeunes;Accueil de seniors;Organisation d'évènements;Centre d'Animation des Portes Ferrées;Personne à contacter.1;Image;N° et libellé de voie.6;Mission;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode
Gironde;Maison des Lacs 12 Rue de Bray  33130 Bègles;39D;;Point Accueil jeunes des Lacs;PAPI;EducPop;;ijb.olympe-network.com;"Maison des Lacs 12 Rue de Bray ";39;33130;Bègles;"05.56.85.63.20 ";" jeunesse.lacs@mairie-begles.fr";;;;;;0;0;0;0;NR;;;;;;;Mardi/vendredi : 10h-13h/15h-18h mercredi : 10h-18h jeudi : 10h-13h samedi :10h-17h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.801256;-0.541472;12 Rue Bray 33130 Bègles;0.51;housenumber;ADRNIVX_0000000276364538;12;Rue Bray;;33130;Bègles;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33039
Gironde;Résidence Yves Farge rue du Théatre de Verdure Apt 91 Bat B3  33130 Bègles;39C;;Point Accueil jeunes des Terres Neuves;PAPI;EducPop;;ijb.olympe-network.com;"Résidence Yves Farge rue du Théatre de Verdure Apt 91 Bat B3 ";39;33130;Bègles;"05.56.85.60.20 ";" jeunesse.terresneuves@mairie-begles.fr";;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.815188;-0.550376;Rue du Théâtre de Verdure 33130 Bègles;0.48;street;33039_1926_ae6a68;;Rue du Théâtre de Verdure;;33130;Bègles;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33039
Gironde;" 33350 Belvès-de-Castillon";45A;;Bibliothèque publique;PAPI;Bibliothèque;;;;45;33350;Belvès-de-Castillon;;mairie-belves-de-castillon@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;Lundi : 10h-17h, Mardi : 10h-19h, Mercredi : 10h-14h/16h30-19h, Jeudi : 12h -19h, Vendredi : 10h-23h, Samedi : 14h-17h;1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.878306;-0.032255;Belvès-de-Castillon;0.92;municipality;33045;;Belvès-de-Castillon;;33350;Belvès-de-Castillon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33045
Gironde;27, route de Bernos 33430 BERNOS BEAULAC;4f340230de77fe55ff0011a2;14/02/2012;Centre Multimédia du Bazadais;;0;0;;27, route de Bernos;33046;33430;BERNOS BEAULAC;+33 5 56 25 49 79;epbernosbeaulac@wanadoo.fr;44.37612;-0.250809;7;;;0;0;0;0;NR;;7916;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.375793;-0.24973;27 Route de Bernos 33430 Bernos-Beaulac;0.91;housenumber;ADRNIVX_0000000276620462;27;Route de Bernos;;33430;Bernos-Beaulac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33046
Gironde;27, route de Bernos 33430 Bernos-Beaulac;46A;;Centre multimédia du Bazadais;EPN;Informatique;;;27, route de Bernos;46;33430;Bernos-Beaulac;05.56.25.20.35;cmdb33@wanadoo.fr;;;;Karine PINEAU;;0;0;0;0;NR;;;;;;;Mardi au vendredi : 14h-18h + mercredi/samedi : 9h-12h30 (Vacances scolaires : le matin du mardi au samedi);0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.375793;-0.24973;27 Route de Bernos 33430 Bernos-Beaulac;0.91;housenumber;ADRNIVX_0000000276620462;27;Route de Bernos;;33430;Bernos-Beaulac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33046
Gironde;" 33390 Berson";47A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;47;33390;Berson;;mairie-de-berson@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;du Mardi au samedi : 14h-19h Vendredi soir jusqu'à 21h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.107822;-0.586843;Berson;0.92;municipality;33047;;Berson;;33390;Berson;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33047
Gironde;Bourg de Cailleau 33750 Beychac-et-Cailleau;49B;;ALEJ – Asso. Loisirs Enfance Jeunesse;PAPI;EducPop;;;Bourg de Cailleau;49;33750;Beychac-et-Cailleau;"05 56 72 57 70 ";;;;;Nicole Teyssier;;0;0;0;0;NR;;;;;;;Mercredi 9h30-12h30 et 14h-18h jeudi et vendredi 16h-19h samedi 10h-16h;0;0;3;4;5;6;0;;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.860462;-0.332131;Route de Beychac et Cailleau 33750 Saint-Germain-du-Puch;0.58;street;33413_XXXX_e27059;;Route de Beychac et Cailleau;;33750;Saint-Germain-du-Puch;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33413
Gironde;Bourg de Cailleau 33750 Beychac-et-Cailleau;49A;;Bibliothèque municipale;PAPI;Bibliothèque;;www.mairie-beychac-cailleau.fr;Bourg de Cailleau;49;33750;Beychac-et-Cailleau;05.56.72.47.12;biblio.beychac.caillau@wanadoo.fr;;;;GUARRIGUE;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.860462;-0.332131;Route de Beychac et Cailleau 33750 Saint-Germain-du-Puch;0.58;street;33413_XXXX_e27059;;Route de Beychac et Cailleau;;33750;Saint-Germain-du-Puch;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33413
Gironde;14-16  rue de la Verrerie 33380 BIGANOS;4f3401bfde77fe55ff0007e6;18/03/2013;Espace Intercommunal de Vie Sociale et d'Animation  L'ENCRIER-LE ROSEAU;;1;1;http://www.lencrier.eu;14-16  rue de la Verrerie;33051;33380;BIGANOS;+33 5 57 17 54 57;ass.lencrier@wanadoo.fr;44.6373603098;-0.9781044934;9;Nadine Gouard;"Accompagnement individuel et collectif
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique
Accompagnement scolaire, actions éducatives
Recherche d'emploi sur Internet
Démarches administratives
Vie quotidienne (achats, loisirs, …)
Accueil de personnes handicapées
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations
Centre d'évaluation PIM
Accès WIFI";1;40;0;0;;3;7223;;Structure associative;;;"Lundi 14h à 18h
Mardi à vendredi 9h/12h30  13h30/18h
Samedi 10h/18h";1;2;0;0;5;6;0;;Rampe;"6 postes pour la formation
2 postes en accès libre";;;;;;;;;;1;;5€/h;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.637993;-0.97817;16 Rue de la Verrerie 33380 Biganos;0.84;housenumber;ADRNIVX_0000000276518873;16;Rue de la Verrerie;;33380;Biganos;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33051
Gironde;52 avenue de la libération 33380 BIGANOS;4f3401aede77fe55ff00068e;14/02/2012;PIJ Maison de l'enfance jeunesse;;0;0;http://www.villedebiganos.fr/;52 avenue de la libération;33051;33380;BIGANOS;+33 5 57 70 68 63;pij@villedebiganos.fr;44.642905;-0.977969;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10196;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.64219;-0.975178;52 Avenue de la Libération 33380 Biganos;0.92;housenumber;ADRNIVX_0000000276513139;52;Avenue de la Libération;;33380;Biganos;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33051
Gironde;10 rue Georges Clémenceau 33380 Biganos;51C;;PIJ;PAPI;Jeunesse;;www.villedebiganos.fr;10 rue Georges Clémenceau;51;33380;Biganos;05 57 70 68 63;pij@villedebiganos.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi : 16h-18h Mercredi : 10h–12h/15h-18h Vendredi : 16h-17h Samedi : 9h-12h;0;2;3;0;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.644144;-0.976084;10 Rue Georges Clemenceau 33380 Biganos;0.92;housenumber;ADRNIVX_0000000276510640;10;Rue Georges Clemenceau;;33380;Biganos;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33051
Gironde;rue Raymond Valet 33290 BLANQUEFORT;4f340230de77fe55ff0011a1;14/02/2012;ABC;Point Cyb;1;0;http://www.abc-blanquefort.fr/;rue Raymond Valet;33056;33290;BLANQUEFORT;+33 5 57 93 12 96;a.b.c.@wanadoo.fr;44.909977;-0.634241;6;Jérôme AVRIL;Accompagnement individuel;1;0;0;0;;1;7915;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.90984;-0.634076;Rue Raymond Valet 33290 Blanquefort;0.92;street;33056_0825_91947b;;Rue Raymond Valet;;33290;Blanquefort;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33056
Gironde;4 rue du docteur Castéra 33290 BLANQUEFORT;4f3401dede77fe55ff000a97;14/02/2012;Médiathèque A. Djebar;;0;0;http://mediatheque.ville-blanquefort.fr/;4 rue du docteur Castéra;33056;33290;BLANQUEFORT;+33 5 56 95 24 27;joelle.danies-caillaud@ville-blanquefort.fr;44.910574;-0.633544;8;Joëlle Danies Caillaud;"Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives";1;27;0;0;;1;4615;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.910392;-0.633513;4 Rue du Docteur Castéra 33290 Blanquefort;0.92;housenumber;ADRNIVX_0000002010019636;4;Rue du Docteur Castéra;;33290;Blanquefort;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33056
Gironde;8 Rue Raymond Valet 33294 Blanquefort;56B;;ABC – BIJ;EPN;Jeunesse;;;8 Rue Raymond Valet;56;33294;Blanquefort;05 57 93 12 93;a.b.c@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;Lundi 14h à 19h mardi, mercredi, jeudi, vendredi : 10h-12h / 14h-19h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.909807;-0.634519;8 Rue Raymond Valet 33290 Blanquefort;0.83;housenumber;ADRNIVX_0000000276105525;8;Rue Raymond Valet;;33290;Blanquefort;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33056
Gironde;1 Avenue de Tanïs 33294 Blanquefort;56G;;Maison des services publics;PAPI;Services publics;;;1 Avenue de Tanïs;56;33294;Blanquefort;05 56 57 48 48;;;;;;;0;0;0;0;NR;;;;;;;Mardi/mercredi/jeudi : 14h-17h30 vendredi : 10h30-12h30/14h-17h30;0;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gironde;BP 117 33294 Blanquefort;56D;;Hotel de ville;PAPI;Services publics;;;BP 117;56;33294;Blanquefort;05 56 95 50 95;;;;;;;0;0;0;0;NR;;;;;;;Lundi/Mercredi/Vendredi : 8h30-12h30/13h30-17h30 mardi/jeudi : 8h30-12h30/13h30-19h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.909686;-0.637585;Blanquefort;0.54;municipality;33056;;Blanquefort;;33290;Blanquefort;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33056
Gironde;10 rue Jean Moulin 33294 Blanquefort;56E;;ESB Entente sportive;PAPI;EducPop;;;10 rue Jean Moulin;56;33294;Blanquefort;05 56 95 36 01;;;;;;;0;0;0;0;NR;;;;;;;lundi 14h30.19h, mardi, jeudi, vendredi 10h.12h30 / 14h30.19h, mercredi 8h30.12h30 / 14h30.19h, samedi 10h.12h30./ 14h.16h;1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.937121;-0.635107;10 Rue Jean Mermoz 33290 Blanquefort;0.62;housenumber;ADRNIVX_0000000276080028;10;Rue Jean Mermoz;;33290;Blanquefort;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33056
Gironde;15 Place de la République 33540 Blasimon;57A;;Médiathèque;PAPI;Bibliothèque;;;15 Place de la République;57;33540;Blasimon;05 56 71 52 12;;;;;Daniel Barde;;0;0;0;0;NR;;;;;;;lundi : 16-17h, merc : 15-17h, vend : 16h30-18h, sam : 10h30-12h;1;0;0;0;0;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.74902;-0.075448;15 Place de la République 33540 Blasimon;0.91;housenumber;ADRNIVX_0000000276454959;15;Place de la République;;33540;Blasimon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33057
Gironde;27, cours de la République 33390 BLAYE;4f340230de77fe55ff0011a0;14/02/2012;Bibliothèque municipale Johel Coutura;;0;0;http://www.blaye.net/;27, cours de la République;33058;33390;BLAYE;+33 5 57 42 23 58;bibliotheque@blaye.net;45.129505;-0.66164;8;;;0;0;0;0;NR;;7914;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.129359;-0.661675;27 Cours de la République 33390 Blaye;0.93;housenumber;ADRNIVX_0000000275955594;27;Cours de la République;;33390;Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33058
Gironde;17 rue Saint Simon 33390 BLAYE;4f3401aede77fe55ff000688;14/02/2012;Mission Locale de la Haute Gironde;;0;0;;17 rue Saint Simon;33058;33390;BLAYE;+33 5 57 42 89 75;mlhg.blaye@wanadoo.fr;45.124289;-0.663556;8;;"Accompagnement individuel
Initiation Internet et multimédia
Recherche d'emploi sur Internet";1;27;0;0;;1;10190;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.124372;-0.663589;17 Rue Saint-Simon 33390 Blaye;0.93;housenumber;ADRNIVX_0000000275958936;17;Rue Saint-Simon;;33390;Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33058
Gironde;6, rue André Lamandé 33390 BLAYE;4f340174de77fe55ff000101;14/02/2012;PIJ;Point Cyb;1;0;;6, rue André Lamandé;33058;33390;BLAYE;+33 5 57 42 95 45;contact@prij-blaye.com;45.127062;-0.661996;8;Sabrina NICOLAS;;0;0;0;0;NR;;8588;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.126733;-0.662183;6 Rue André Lamande 33390 Blaye;0.93;housenumber;ADRNIVX_0000000275956605;6;Rue André Lamande;;33390;Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33058
Gironde;27 cours de la République 33390 Blaye;58A;;Bibliothèque Johel Coutura;EPN;Bibliothèque;;http://bm.blaye.net;27 cours de la République;58;33390;Blaye;05 57 42 23 58;bibliotheque@blaye.net;;;;Hervé Dufosset;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.129359;-0.661675;27 Cours de la République 33390 Blaye;0.93;housenumber;ADRNIVX_0000000275955594;27;Cours de la République;;33390;Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33058
Gironde;Ecole Vallaeys – 7 cours Vauban 33390 Blaye;58C;;Amicale laïque – Section Informatique;INI;Informatique;;al.blaye.free.fr;Ecole Vallaeys – 7 cours Vauban;58;33390;Blaye;06 20 48 30 64;lionel.wintersheim@free.fr;;;;Lionel Wintersheim;;0;0;0;0;NR;;;;;;;Du Mardi au Samedi : 14H-18H;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.126911;-0.663274;7 Cours Vauban 33390 Blaye;0.58;housenumber;ADRNIVX_0000000275956771;7;Cours Vauban;;33390;Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33058
Gironde;10-12 place des Capucins 33000 BORDEAUX;4f3401a4de77fe55ff00059e;14/02/2012;Bibliothèque des Capucins;;0;0;;10-12 place des Capucins;33063;33000;BORDEAUX;+33 5 56 91 18 79;;44.830082;-0.567113;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9935;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.830967;-0.567867;Place des Capucins 33800 Bordeaux;0.72;street;33063_XXXX_5138bb;;Place des Capucins;;33800;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;196 rue Achard 33000 BORDEAUX;4f3401a4de77fe55ff00059d;14/02/2012;Bibliothèque de Bacalan;;0;0;;196 rue Achard;33063;33000;BORDEAUX;+33 5 56 50 87 02;;44.87287;-0.546607;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9934;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.873476;-0.546263;196 Rue Achard 33300 Bordeaux;0.88;housenumber;ADRNIVX_0000000354321960;196;Rue Achard;;33300;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;Terrasse du Jardin Public 33000 BORDEAUX;4f3401a5de77fe55ff0005a7;14/02/2012;Bibliothèque Jardin Public;;0;0;;Terrasse du Jardin Public;33063;33000;BORDEAUX;+33 5 56 81 38 91;;44.85933;-0.571217;6;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9948;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.855856;-0.573304;Rue du Jardin Public 33000 Bordeaux;0.75;street;33063_4545_791dbc;;Rue du Jardin Public;;33000;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;34 rue Pierre Trébod 33000 BORDEAUX;4f3401a5de77fe55ff0005a6;14/02/2012;Bibliothèque du Grand Parc;;0;0;;34 rue Pierre Trébod;33063;33000;BORDEAUX;+33 5 56 50 28 35;;44.85643;-0.583114;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9947;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.857957;-0.584107;34 Rue Pierre Trebod 33300 Bordeaux;0.89;housenumber;ADRNIVX_0000000276201138;34;Rue Pierre Trebod;;33300;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;88 bis rue François de Sourdis 33000 BORDEAUX;4f3401bdde77fe55ff0007a6;14/02/2012;Cyber-base Justice UEAJ Bordeaux;Cyber-base;1;0;http://bordeauxpjj.cyber-base.org/cyberbase/afficheInfosMinisite.do?idSiteMinisite=1074;88 bis rue François de Sourdis;33063;33000;BORDEAUX;+33 5 56 51 81 42;cae-bordeaux-sourdis@justice.fr;44.832949;-0.588028;8;"Dominique DESHORS
Patrick DECOLLAS";"Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Recherche d'emploi sur Internet";1;27;0;0;;1;10502;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.83305;-0.587997;88 BIS Rue François de Sourdis 33000 Bordeaux;0.95;housenumber;ADRNIVX_0000000276277378;88 BIS;Rue François de Sourdis;;33000;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;17 rue Causserouge 33000 BORDEAUX;4f340175de77fe55ff00011c;14/02/2012;Atelier informatique municipal Mairie de Bordeaux;;0;0;http://www.bordeaux.fr./;17 rue Causserouge;33063;33000;BORDEAUX;+33 5 57 59 09 90;d.penicaut@mairie-bordeaux.fr;44.833155;-0.570668;8;Daniel PENICAUT;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Démarches administratives";1;27;0;0;;3;8631;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.83319;-0.570613;17 Rue de Causserouge 33000 Bordeaux;0.86;housenumber;ADRNIVX_0000000276276282;17;Rue de Causserouge;;33000;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;29 rue Robert Caumont Batiment U Les Bureaux du lac 2 33300 Bordeaux 33000 BORDEAUX;4f3401c3de77fe55ff00082d;14/02/2012;Maison de l'Emploi de Bordeaux nord;Cyber-base;1;0;;29 rue Robert Caumont Batiment U Les Bureaux du lac 2 33300 Bordeaux;33063;33000;BORDEAUX;+33 5 47 79 80 80;p.sigalo@emploi-bordeaux.fr;44.855784;-0.585019;4;Philippe Sigalo Santos;Recherche d'emploi sur Internet;0;0;0;0;;1;10645;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.87571;-0.575167;29 Rue Robert Caumont 33300 Bordeaux;0.41;housenumber;ADRNIVX_0000000276169853;29;Rue Robert Caumont;;33300;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
Gironde;85 cours du Maréchal Juin 33000 BORDEAUX;4f340188de77fe55ff00030a;14/02/2012;Bibliothèque Mériadeck;Cyber-base;1;0;http://bmbordeaux.cyber-base.org/;85 cours du Maréchal Juin;33063;33000;BORDEAUX;+33 5 56 10 30 00;y.bourion@cyber-base.org;44.835075;-0.586535;8;BOURION  Yoann;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives";1;27;0;0;;4;9212;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.835076;-0.58668;85 Cours Maréchal Juin 33000 Bordeaux;0.87;housenumber;ADRNIVX_0000000276272825;85;Cours Maréchal Juin;;33000;Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33063
