Nom;Présentation;Photo;Horaires d'ouverture;Services itinérants;Adresse;Complément d'adresse;Code Postal;Ville;Email de contact;Site internet;Téléphone;Parking à proximité;Accès transports en commun;Plan d'accès;Accessibilité;Lien Facebook;Lien Twitter;Lien Google+;Date de création de la fiche;Date de la dernière modification de la fiche;Pôle emploi;CPAM;CNAV;GRDF;La Poste;MSA;CAF;Agence départementale d'information sur le logement (ADIL);Agence locale de l’énergie (ALE);Banque de France;Cap Emploi;Centre communal d'action sociale (CCAS);Centre intercommunal d’action sociale (CIAS);Centre local d'information et de coordination (CLIC);Centre social;Chambre d'agriculture;Chambre de commerce et d'industrie (CCI);Chambre de métiers et de l'artisanat (CMA);Conseil départemental;Conseil départemental de l’accès au droit (CDAD);Croix-Rouge;Défenseur des droits;EDF;Fédération nationale des accidentés du travail et des handicapés (FNATH);Greta (formation continue pour les adultes);Maison de l'emploi;Maison départementale des personnes handicapées (MDPH);Médecine du travail;Mission locale;Plan local pour l'insertion et l’emploi (PLIE);Point d'accès au droit;Point d'appui à la vie associative;Point Info Famille;Point Info Jeunesse;Point Protection Maternelle Infantile;Préfecture;Protection, Amélioration, Conservation, Transformation de l'habitat (PACT);Régime social des indépendants (RSI);Réseau d'Ecoute, d'Appui et d'Accompagnement des Parents (REAAP);Trésor Public;Union de Recouvrement des Cotisations de Sécurité Sociale et d'Allocations Familiales (URSSAF);Union départementale des associations familiales (UDAF);Autre;Autres partenaires et services;Planning des permanences;Equipements à disposition;Autres équipements;Dans les mêmes locaux;Autres services dans les locaux;Année d'ouverture de la maison;Année de labellisation de la maison;Structure porteuse de la Maison de services au public;Appartenance à un réseau territorial;Connexion avec d'autres Maisons de services au public;Autres labels;Informations complémentaires
Genouillac ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui; lundi : 9h00 - 12h00 / 14h00 - 17h00 Mardi  : 9h00 - 12h00 / 14h00 - 17h00 Mercredi : 9h00 - 12h00 / 14h00 - 17h00 Jeudi : 9h00 - 12h00 / 14h00 - 17h00 Vendredi : 9h00 - 12h00 / 14h00 - 17h00;Non;1 Place de l'Eglise;;23350;Genouillac;msap.genouillac@laposte.fr;;;Oui;;Non;Handicap auditif, Handicap moteur;;;;16/03/2017;15/05/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Mairie;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;01/03/2017;16/03/2017;La Poste;;;;
Gestes - Samatan;La Maison de services au public de Samatan délivre une offre de proximité et de qualité à l’attention de tous les publics. En un lieu unique, les usagers sont accueillis par un animateur formé par les partenaires (Pôle Emploi, Caf, Carsat, Cpam...) et accompagnés dans leurs démarches de la vie quotidienne, de l’information à l’accompagnement sur des démarches spécifiques. - Accueil, information et orientation : documentation, orientation vers le bon interlocuteur, information sur les droits et prestations - Aide à l’utilisation des services en ligne : télé déclaration, inscription et mise à jour de son espace personnel, aide à la recherche d’emploi, candidature en ligne. - Aide aux démarches administratives : compréhension des courriers administratifs, constitution de dossiers, … - Mise en relation avec les partenaires : prise de rendez-vous, permanences partenaires, entretien à distance ( web entretien ).;Non;Permanences sans Rendez-vous : du lundi au vendredi de 14h00à 17h00 Permanences avec Rendez-vous : lundi-mardi-jeudi-vendredi de 8h30 à 11h30 Visites à Domicile : mercredi matin de 9h00 à 12h00 Web entretien : Mardi après-midi de 14h00 à 17h00 (ou sur rendez-vous)                    ;Non;15 place des cordeliers;;32130;Samatan;msap.gestes@orange.fr;;05.62.63.45.77 ;Oui;;Oui;;;;;08/11/2017;22/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;;Non;;web entretien;Centre communal d'action sociale (CCAS)|Centre social;Service d'Aide à Domicile GESTES - Conseil Départemental du Gers - Protection Maternelle et Infantile - Pro BTP - Aide 32 -;;;Commune;;;;
Girancourt;Un lieu ouvert à tous ! Vous êtes jeune, demandeur d’emploi, bénéficiaire RSA, sénior, chef d’entreprise, salarié ou porteur de projet et vous recherchez de l’aide pour vos démarches de la vie courante ? La Maison de services au public est faite pour vous ! Un seul agent pour vous accompagner, vous conseiller et vous guider dans vos démarches d’emploi et administratives. Accès libre à internet et mise en relation avec nos partenaires (Pôle Emploi, CAF, CPAM, la MSVS …) Alors n’hésitez pas ! Venez découvrir la Maison de services au public de Girancourt, à votre disposition gratuitement et sans rendez-vous. Tous les 1er et 3ème mardi de chaque mois , une assistante sociale se déplace à la MSAP de Girancourt sur prise de Rendez-Vous. une référente RSA intervient désormais à la MSAP de Girancourt sur RDV aléatoire !;Oui;Lundi : 8h30 à 12h00 - FERME Mardi : 8h30 à 12h00 / 13h30 à 17h00 Mercredi : 8h30 à 12h00 / 13h30 à 17h00 Jeudi : FERME- 13h30 à 17h00 Vendredi : FERME - 13h30 à 17h00;Non;130, Chemin des Mitroches;;88390;Girancourt;jnfrancois@pays-epinal.fr;;03.29.36.15.47;Oui;LIGNE de Bus Epinal-Darney- Monthureux sur Saône - Ligne 4  ( transport ne fonctionnant pas les dimanches, ni les jours fériés )  Pour les horaires , se renseigner sur le site de Livo :  http://www.livo-vosges.fr/;Non;Handicap moteur;https://www.facebook.com/Maisons-de-services-au-public-Vosges-251491571576915/?r...;;;24/02/2016;22/06/2018;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;MSVS REFERENT RSA;Non;Accès Internet|Imprimante|Photocopieuse|Scanner|Téléphone;;Bureau de Poste|Maison de l'emploi;Cabinets de médecin , d' infirmière et de Kinésithérapeute;;;PETR du Pays d'Epinal;;;;
Givet;La Maison de services au public de Givet est un service de proximité qui vous accueille pour vous accompagner ou vous orienter dans vos démarches de la vie quotidienne .;Oui;Lundi              8h30 - 12h  et  13h30 - 17 h Mardi             8h30 - 12h   et  13h30 - 16 h Mercredi        8h30 - 12h  et  13h30 -  16 h Jeudi             8h30 - 12h   et  13h30 - 16 h Vendredi       8h30 - 12h   et  13h30 - 16 h;Non;2 rue Jean Jaures;;08600;Givet;rsp.alliance@orange.fr;;03 24 41 37 43;Oui;;Non;;;;;24/02/2016;18/12/2017;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone;Borne Caf;;;;;Centre Socio Culturel l 'ALLIANCE;Fédération Départementale des Centres Sociaux;;PIJ e-EM;
Gondrecourt-le-Château (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;LUNDI : 9h - 16.30 h MARDI : 9 h - 16.30 h mercredi : 9 h - 12 h jeudi : 9 h - 16.30 h vendredi : 9 h - 16.30 h samedi : 9 h - 12 h;Non;5 Place de l'Hôtel de ville;;55130;Gondrecourt-le-Château;msap.gondrecourt-le-chateau@laposte.fr;;;Non;;Non;;;;;18/07/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;18/07/2016;18/07/2016;La Poste;;;;
Gorges Causses Cévennes;La MSAP de GORGES CAUSSES CEVENNES à Florac-Trois-Rivières accueille et accompagne tout public sur des problématiques de type emploi ou social. Les usagers peuvent se présenter sur la MSAP pour effectuer toutes démarches, dématérialisées ou non, en lien avec les thématiques pré-cités. La MSAP est équipée de poste informatiques et le - les animateurs - médiateurs sont qualifiés pour accompagner les usagers sur les supports informatiques. La MSAP est aussi un Point d'Appui à la Vie Associative c'est à dire qu'elle est habilitée à accompagner les porteurs de projets associatifs dans leurs problématiques. Elle est également labellisée télécentre donc accueille télétravailleurs indépendants et salariés selon les conditions explicitées dans la charte du lieu.;Oui;Lundi :      9h à 12h30   -    14h à 17h Mardi :      9h à 12h30   -    14h à 17h Mercredi : 9h à 12h30   -    14h à 17h Jeudi :      9h à 12h30   -   14h à 17h Vendredi : 9h à 12h30   -    14h à 17h;Non;5 Place Paul Comte 48400 FLORAC;;48400;Florac;msap-florac@orange.fr;;04 66 47 48 82;Oui; Mende > Florac   (ne fonctionne pas les jours fériés) Départ de Mende :   12h (du lundi au samedi)           17h30 (sauf le samedi );Non;Handicap moteur;https://www.facebook.com/msapflorac/?ref=settings;;;24/02/2016;01/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;ADMR, AFPA, AIPPH 48, AIRDIE, ANPA, Agence Lozérienne de la Mobilité , ALOES, ALODEAR, ALTER, Association Territoriale Causses Cévennes, CARSAT, CAUE, CCSS, CFA, CFPPA Chambre d'Agriculture de la Lozère, CIBC, CIDFF, CMA, CMS, CRIMAGE, CSAPA, DDCSPP, DIRECCTE, Ecole des Parents et des Educateurs, EDF, FOL Lozère, Garage solidaire 48, GRETA,Lozère, IFSI, Jardin de Cocagne-Lozère, Lozère Développement, Lozère Habitation, MDPH, Mine de Talents, MSA, OCTEA Habitat et Développement, ONF, Parc National des Cévennes, Préfecture de la Lozère, Présence Rurale 48, Quoi de 9, Relance, RSI, SA HLM, Secours Populaire Français, SNCF, SPIP 48, SupAgro Florac, Tribunal de Mende, UDAF, UNAFAM, UNIFAF, UPVD,;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Télécentre;;02/06/2008;02/06/2008;Communauté de communes GORGES CAUSSES CEVENNES;MDECS 48;MEYRUEIS;P.A.V.A (Point appui à la vie Associative) SoLozère(réseau pour télétravailler en Lozère);"Des SERVICES  PRATIQUES  POUR  TOUS : • Affichage annonces (offres d’emplois, de logements, de formations, de transports, de co-voiturages. Info Services. Associations. Infos Jeunesse. • Internet, impression, fax, tél. pour vos démarches sociales/professionnelles • VISIO pour un rendez-vous administratif sans vous déplacer • Un ESPACE Info Jeunesse : des fiches explicatives sur : L’Orientation / Les Etudes /  Les Métiers / La Vie quotidienne / Sa Santé / Voyager / Monter un projet / L’administration Aide  pour  les  DEMARCHES  ADMINISTRATIVES : • Rédaction de courrier, cv,  impression de certains formulaires • Consultation des Offres d’Emplois en ligne et sur place • Aide à la recherche de documents et d’informations (internet ; dossier) Vous êtes EMPLOYEUR : • Aide à la création d’un profil de poste / repérage de candidats • Accompagnement dans la démarche de création/dépôt d’une offre d’emplois Information sur les contrats existants Un TELECENTRE - Accueil du Télétravailleur indépendant ou salarié Un PAVA : Point d’Appui à la Vie Associative"
Gorron;Situez dans les locaux de mairie, la maison des services au public vous aide dans les démarches administratives quotidiennes. ce regroupement permet de disposer sur un même lieu d'un panel de services administratifs complémentaires;Oui;Lundi au Vendredi 8h30 à 12h15 et de 13h30 à 17h30;Non;place de la mairie;;53120;Gorron;msap@gorron.fr;;0243301058;Oui;;Non;Handicap mental, Handicap moteur, Handicap visuel;;;;16/03/2016;15/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Conciliateur de Justice, SPIP, CARSAT service social et retraite, FEPEM;Oui;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone;;Centre communal d'action sociale (CCAS)|Mairie;;01/09/1994;02/06/2008;Communauté de Communes du Bocage Mayennais;;;;
Goudargues (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;lundi : 9h -12h 14h-16h mardi: 9h-12h 14h-16h mercredi 9h -12h 14h-16h jeudi 9h-12h vendredi 9h-12h 14 -16h samedi 9h-12h;Non;RUE DE LA CANTONNADE;;30630;Goudargues;msap.goudargues@laposte.fr;;;Oui;;Non;;;;;03/10/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;01/08/2016;01/08/2016;La Poste;;;;
Gournay-en-Bray (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h-12h 14h-17h Mardi : 9h-12h 14h-17h Mercredi : 9h-12h 14h-17h Jeudi : 9h-12h 14h-17h Vendredi : 9h30-12h 14h-17h Samedi : 9h-12h;Non;PLACE D ARMES;;76220;Gournay-en-Bray;msap.gournay-en-bray@laposte.fr;;;Oui;;Non;Handicap moteur;;;;26/07/2017;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;;;La Poste;;;;
Gouzeaucourt ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;lundi 14h-16h30 mardi 9h-12h 14h-16h30 mercredi 14h-16h30 jeudi 9h-12h 14h-16h30 vendredi 9h-12h 14h-16h30 samedi 9h-12h;Non;Place de la Mairie;;59231;Gouzeaucourt;msap.gouzeaucourt@laposte.fr;;;Non;;Non;;;;;03/10/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;02/12/2016;02/12/2016;La Poste;;;;
Graçay (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;LUNDI : 08H30 -12H00 13H45-16H15 MARDI :08H30 -12H00 14H15- 16H45 MERCREDI :08H30-12H00 13H45- 16H15 JEUDI : 08H30-12H00 13H45-16H15 VENDREDI : 08H30-12H00 13H45-16H15 SAMEDI : 09H00-12H00;Non;Place du marché;;18310;Graçay;msap.gracay@laposte.fr;;;Non;;Non;;;;;03/10/2016;25/05/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;17/08/2016;16/08/2016;La Poste;;;;
Grand Pressigny - LOCHES SUD TOURAINE;Située juste derrière l'office de Tourisme, en plein centre bourg.;Oui;Lundi : 14h-16h30 Mardi : uniquement sur Rendez-Vous dans la MSAP ou dans les mairies de la Communauté de communes Loches Sud Touraine Mercredi : 9h-12h Jeudi : 9h-12h et 14h-16h30;Oui;1 bis place des Halles;;37350;Le Grand-Pressigny;msap@lochessudtouraine.com;Site internet;02 47 94 52 34;Oui;Transport à la demande (Conseil Départemental 37) desservant la MSAP le lundi après midi et le jeudi toute la journée;Oui;Handicap moteur;https://www.facebook.com/MSAP-Loches-Sud-Touraine-630391270460439/;;;26/02/2016;31/10/2017;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;CARSAT Centre, Conseil Départemental d'Indre et Loire, FEPEM, VTH, Entraide de la Touraine du Sud, Entraide Lochoise;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Espace Public Numérique;CARSAT Centre, Val Touraine Habitat, FEPEM (Fédération des Particuliers Employeurs), Entraide de la Touraine du Sud Entr'aide Ouvrière CAUE37;05/09/2011;26/02/2016;Communauté de Communes LOCHES SUD TOURAINE;;Descartes - LOCHES SUD TOURAINE, Preuilly-sur-Claise - LOCHES SUD TOURAINE, Grand Pressigny - LOCHES SUD TOURAINE;;
Grandcamp-Maisy (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h00-12h00, 14h00-17h00 Mardi :9h00-12h00, 14h00-17h00 Mercredi :9h00-12h00, 14h00-17h00 Jeudi :9h00-12h00, 14h00-17h00 Vendredi :9h00-12h00, 14h00-17h00 Samedi :9h00-12h00;Non;93 Rue Aristide Briand;;14450;Grandcamp-Maisy;msap.grandcamp-maisy@laposte.fr;;0231511904;Oui;;Non;Handicap moteur, Handicap visuel;;;;15/03/2018;11/04/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;;;La Poste;;;;
Grandrieu ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;lundi:13h30-16h00 mardi:9h00-12h00 13h30-16h00 mercredi:9h00-12h00 13h30-16h00 jeudi:9h00-12h00 13h30-16h00 vendredi:9h00-12h00 13h30-16h00 samedi:9h00-12h00;Non;PLACE SAINT MICHEL;;48600;Grandrieu;msap.grandrieu@laposte.fr;;;Oui;;Non;;;;;22/12/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;05/12/2016;02/01/2017;La Poste;;;;
Grandvilliers;Le Centre Social de Grandvilliers qui accueille la Maison de Services au Public, est une association loi 1901. Il intervient sur le territoire de la Picardie Verte dans l’Oise, en Région Hauts de France et développe un projet centré sur le lien social. Il mène des actions tous publics pour tous les âges mais intervient aussi dans l’animation de la vie locale, propose une épicerie solidaire, un espace emploi formation, un espace numérique... Ce nouvel espace mutualisé s'inscrit dans une volonté de maintien des services en milieu rural. Il répond aux enjeux d'égalité d'accès des usagers, en offrant des services de proximité, par le biais de rencontres avec des professionnels compétents.;Oui;Lundi : 9h00 - 12h00 / 13h30 - 17h30 Mardi : 9h00 - 12h00 / 13h30 - 17h30 Mercredi : 9h00 - 12h00 / 13h30 - 17h30 Jeudi : 9h00 - 12h00 / 13h30 - 17h30 Vendredi : 9h00 - 12h00 / 13h30 - 17h30;Non;32, rue Frédéric Petit;;60210;Grandvilliers;msap.grandvilliers60210@gmail.com;Site internet;0344467541;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur;;;;15/09/2017;22/06/2018;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;ANPAA, SATO, CIDFF, UNAFAM, ADARS, APEI, APEDYS, CHA (Coordination Handicap et Autonomie);Non;Accès Internet|Espace de confidentialité|Imprimante|Scanner|Téléphone;;Centre social|Espace Public Numérique|Relai Assistantes Maternelles (RAM);;23/03/2017;;Centre social de Grandvilliers;;;;
